time, theta__error, theta_dot_error
0.627000, 0.000007, -0.000015
0.628000, 0.000007, -0.000015
0.629000, 0.000007, -0.000015
0.630000, 0.000007, -0.000015
0.631000, 0.000007, -0.000015
0.632000, 0.000007, -0.000015
0.633000, 0.000007, -0.000015
0.634000, 0.000007, -0.000015
0.635000, 0.000007, -0.000015
0.636000, 0.000007, -0.000015
0.637000, 0.000007, -0.000015
0.638000, 0.000007, -0.000015
0.639000, 0.000007, -0.000015
0.640000, 0.000007, -0.000015
0.641000, 0.000007, -0.000015
0.642000, 0.000007, -0.000015
0.643000, 0.000007, -0.000015
0.644000, 0.000007, -0.000015
0.645000, 0.000007, -0.000015
0.646000, 0.000007, -0.000015
0.647000, 0.000007, -0.000015
0.648000, 0.000007, -0.000015
0.649000, 0.000007, -0.000015
0.650000, 0.000007, -0.000015
0.651000, 0.000007, -0.000015
0.652000, 0.000007, -0.000015
0.653000, 0.000007, -0.000015
0.654000, 0.000007, -0.000015
0.655000, 0.000007, -0.000015
0.656000, 0.000007, -0.000015
0.657000, 0.000007, -0.000015
0.658000, 0.000007, -0.000015
0.659000, 0.000007, -0.000015
0.660000, 0.000007, -0.000015
0.661000, 0.000007, -0.000015
0.662000, 0.000007, -0.000015
0.663000, 0.000007, -0.000015
0.664000, 0.000007, -0.000015
0.665000, 0.000007, -0.000015
0.666000, 0.000007, -0.000015
0.667000, 0.000007, -0.000015
0.668000, 0.000007, -0.000015
0.669000, 0.000007, -0.000015
0.670000, 0.000007, -0.000015
0.671000, 0.000007, -0.000015
0.672000, 0.000006, -0.000015
0.673000, 0.000006, -0.000015
0.674000, 0.000006, -0.000015
0.675000, 0.000006, -0.000015
0.676000, 0.000006, -0.000015
0.677000, 0.000006, -0.000015
0.678000, 0.000006, -0.000015
0.679000, 0.000006, -0.000015
0.680000, 0.000006, -0.000015
0.681000, 0.000006, -0.000015
0.682000, 0.000006, -0.000015
0.683000, 0.000006, -0.000015
0.684000, 0.000006, -0.000015
0.685000, 0.000006, -0.000015
0.686000, 0.000006, -0.000015
0.687000, 0.000006, -0.000015
0.688000, 0.000006, -0.000015
0.689000, 0.000006, -0.000015
0.690000, 0.000006, -0.000015
0.691000, 0.000006, -0.000015
0.692000, 0.000006, -0.000015
0.693000, 0.000006, -0.000015
0.694000, 0.000006, -0.000015
0.695000, 0.000006, -0.000015
0.696000, 0.000006, -0.000015
0.697000, 0.000006, -0.000015
0.698000, 0.000006, -0.000015
0.699000, 0.000006, -0.000015
0.700000, 0.000006, -0.000015
0.701000, 0.000006, -0.000015
0.702000, 0.000006, -0.000015
0.703000, 0.000006, -0.000015
0.704000, 0.000006, -0.000015
0.705000, 0.000006, -0.000015
0.706000, 0.000006, -0.000015
0.707000, 0.000006, -0.000015
0.708000, 0.000006, -0.000015
0.709000, 0.000006, -0.000015
0.710000, 0.000006, -0.000015
0.711000, 0.000006, -0.000015
0.712000, 0.000006, -0.000015
0.713000, 0.000006, -0.000015
0.714000, 0.000006, -0.000015
0.715000, 0.000006, -0.000015
0.716000, 0.000006, -0.000015
0.717000, 0.000006, -0.000015
0.718000, 0.000006, -0.000015
0.719000, 0.000006, -0.000015
0.720000, 0.000006, -0.000015
0.721000, 0.000006, -0.000015
0.722000, 0.000006, -0.000015
0.723000, 0.000006, -0.000015
0.724000, 0.000006, -0.000015
0.725000, 0.000006, -0.000015
0.726000, 0.000006, -0.000015
0.727000, 0.000006, -0.000015
0.728000, 0.000006, -0.000015
0.729000, 0.000006, -0.000015
0.730000, 0.000006, -0.000015
0.731000, 0.000006, -0.000015
0.732000, 0.000006, -0.000015
0.733000, 0.000006, -0.000015
0.734000, 0.000006, -0.000015
0.735000, 0.000006, -0.000015
0.736000, 0.000006, -0.000015
0.737000, 0.000006, -0.000015
0.738000, 0.000006, -0.000015
0.739000, 0.000006, -0.000015
0.740000, 0.000005, -0.000015
0.741000, 0.000005, -0.000015
0.742000, 0.000005, -0.000015
0.743000, 0.000005, -0.000015
0.744000, 0.000005, -0.000015
0.745000, 0.000005, -0.000015
0.746000, 0.000005, -0.000015
0.747000, 0.000005, -0.000015
0.748000, 0.000005, -0.000015
0.749000, 0.000005, -0.000015
0.750000, 0.000005, -0.000015
0.751000, 0.000005, -0.000015
0.752000, 0.000005, -0.000015
0.753000, 0.000005, -0.000015
0.754000, 0.000005, -0.000015
0.755000, 0.000005, -0.000015
0.756000, 0.000005, -0.000015
0.757000, 0.000005, -0.000015
0.758000, 0.000005, -0.000015
0.759000, 0.000005, -0.000015
0.760000, 0.000005, -0.000015
0.761000, 0.000005, -0.000015
0.762000, 0.000005, -0.000015
0.763000, 0.000005, -0.000014
0.764000, 0.000005, -0.000014
0.765000, 0.000005, -0.000014
0.766000, 0.000005, -0.000014
0.767000, 0.000005, -0.000014
0.768000, 0.000005, -0.000014
0.769000, 0.000005, -0.000014
0.770000, 0.000005, -0.000014
0.771000, 0.000005, -0.000014
0.772000, 0.000005, -0.000014
0.773000, 0.000005, -0.000014
0.774000, 0.000005, -0.000014
0.775000, 0.000005, -0.000014
0.776000, 0.000005, -0.000014
0.777000, 0.000005, -0.000014
0.778000, 0.000005, -0.000014
0.779000, 0.000005, -0.000014
0.780000, 0.000005, -0.000014
0.781000, 0.000005, -0.000014
0.782000, 0.000005, -0.000014
0.783000, 0.000005, -0.000014
0.784000, 0.000005, -0.000014
0.785000, 0.000005, -0.000014
0.786000, 0.000005, -0.000014
0.787000, 0.000005, -0.000014
0.788000, 0.000005, -0.000014
0.789000, 0.000005, -0.000014
0.790000, 0.000005, -0.000014
0.791000, 0.000005, -0.000014
0.792000, 0.000005, -0.000014
0.793000, 0.000005, -0.000014
0.794000, 0.000005, -0.000014
0.795000, 0.000005, -0.000014
0.796000, 0.000005, -0.000014
0.797000, 0.000005, -0.000014
0.798000, 0.000005, -0.000014
0.799000, 0.000005, -0.000014
0.800000, 0.000005, -0.000014
0.801000, 0.000005, -0.000014
0.802000, 0.000005, -0.000014
0.803000, 0.000005, -0.000014
0.804000, 0.000005, -0.000014
0.805000, 0.000005, -0.000014
0.806000, 0.000005, -0.000014
0.807000, 0.000005, -0.000014
0.808000, 0.000005, -0.000014
0.809000, 0.000004, -0.000014
0.810000, 0.000004, -0.000014
0.811000, 0.000004, -0.000014
0.812000, 0.000004, -0.000014
0.813000, 0.000004, -0.000014
0.814000, 0.000004, -0.000014
0.815000, 0.000004, -0.000014
0.816000, 0.000004, -0.000014
0.817000, 0.000004, -0.000014
